Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Methven Cws,36645,H31665,-43.63978,171.65205,313,H,Niwa
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,
,,,,,,,
Earth Temp: 10cm,,,,,,,
Station,Date(NZST),Tearth(C),Depth(cm),,,,
36645,20140225:1200,16,10,,,,
36645,20140225:1300,16.1,10,,,,
36645,20140225:1400,16.3,10,,,,
36645,20140225:1500,16.5,10,,,,
36645,20140225:1600,16.7,10,,,,
36645,20140225:1700,16.9,10,,,,
36645,20140225:1800,16.8,10,,,,
36645,20140225:1900,16.8,10,,,,
36645,20140225:2000,16.6,10,,,,
36645,20140225:2100,16.5,10,,,,
36645,20140225:2200,16.4,10,,,,
36645,20140225:2300,16.2,10,,,,
36645,20140226:0000,16.2,10,,,,
36645,20140226:0100,16,10,,,,
36645,20140226:0200,16,10,,,,
36645,20140226:0300,15.8,10,,,,
36645,20140226:0400,15.8,10,,,,
36645,20140226:0500,15.7,10,,,,
36645,20140226:0600,15.6,10,,,,
36645,20140226:0700,15.4,10,,,,
36645,20140226:0800,15.2,10,,,,
36645,20140226:0900,15.1,10,,,,
36645,20140226:1000,15.1,10,,,,
36645,20140226:1100,15.4,10,,,,
36645,20140226:1200,16,10,,,,
36645,20140226:1300,16.7,10,,,,
36645,20140226:1400,17.6,10,,,,
36645,20140226:1500,18.3,10,,,,
36645,20140226:1600,18.8,10,,,,
36645,20140226:1700,19.1,10,,,,
36645,20140226:1800,19.1,10,,,,
36645,20140226:1900,19,10,,,,
36645,20140226:2000,18.7,10,,,,
36645,20140226:2100,18.4,10,,,,
36645,20140226:2200,18.1,10,,,,
36645,20140226:2300,17.8,10,,,,
36645,20140227:0000,17.5,10,,,,
36645,20140227:0100,17.2,10,,,,
36645,20140227:0200,17,10,,,,
36645,20140227:0300,16.8,10,,,,
36645,20140227:0400,16.6,10,,,,
36645,20140227:0500,16.4,10,,,,
36645,20140227:0600,16.2,10,,,,
36645,20140227:0700,15.9,10,,,,
36645,20140227:0800,15.7,10,,,,
36645,20140227:0900,15.6,10,,,,
36645,20140227:1000,15.7,10,,,,
36645,20140227:1100,15.9,10,,,,
36645,20140227:1200,16.4,10,,,,
36645,20140227:1300,17,10,,,,
36645,20140227:1400,17.7,10,,,,
36645,20140227:1500,18.4,10,,,,
36645,20140227:1600,18.9,10,,,,
36645,20140227:1700,19.2,10,,,,
36645,20140227:1800,19.3,10,,,,
36645,20140227:1900,19.1,10,,,,
36645,20140227:2000,18.8,10,,,,
36645,20140227:2100,18.6,10,,,,
36645,20140227:2200,18.2,10,,,,
36645,20140227:2300,17.9,10,,,,
36645,20140228:0000,17.6,10,,,,
36645,20140228:0100,17.4,10,,,,
36645,20140228:0200,17.2,10,,,,
36645,20140228:0300,17,10,,,,
36645,20140228:0400,16.8,10,,,,
36645,20140228:0500,16.7,10,,,,
36645,20140228:0600,16.6,10,,,,
36645,20140228:0700,16.5,10,,,,
36645,20140228:0800,16.4,10,,,,
36645,20140228:0900,16.4,10,,,,
36645,20140228:1000,16.3,10,,,,
36645,20140228:1100,16.3,10,,,,
36645,20140228:1200,16.3,10,,,,
36645,20140228:1300,16.3,10,,,,
36645,20140228:1400,16,10,,,,
36645,20140228:1500,15.8,10,,,,
36645,20140228:1600,15.6,10,,,,
36645,20140228:1700,15.6,10,,,,
36645,20140228:1800,15.4,10,,,,
36645,20140228:1900,15.1,10,,,,
36645,20140228:2000,14.9,10,,,,
36645,20140228:2100,14.8,10,,,,
36645,20140228:2200,14.6,10,,,,
36645,20140228:2300,14.5,10,,,,
36645,20140301:0000,14.4,10,,,,
36645,20140301:0100,14.2,10,,,,
36645,20140301:0200,14.1,10,,,,
36645,20140301:0300,13.9,10,,,,
36645,20140301:0400,13.7,10,,,,
36645,20140301:0500,13.5,10,,,,
36645,20140301:0600,13.3,10,,,,
36645,20140301:0700,13.1,10,,,,
36645,20140301:0800,12.9,10,,,,
36645,20140301:0900,12.8,10,,,,
36645,20140301:1000,12.7,10,,,,
36645,20140301:1100,12.9,10,,,,
36645,20140301:1200,13.4,10,,,,
36645,20140301:1300,14.1,10,,,,
36645,20140301:1400,14.9,10,,,,
36645,20140301:1500,15.8,10,,,,
36645,20140301:1600,16.7,10,,,,
36645,20140301:1700,17.3,10,,,,
36645,20140301:1800,17.6,10,,,,
36645,20140301:1900,17.6,10,,,,
36645,20140301:2000,17.4,10,,,,
36645,20140301:2100,17.1,10,,,,
36645,20140301:2200,16.7,10,,,,
36645,20140301:2300,16.3,10,,,,
36645,20140302:0000,15.9,10,,,,
36645,20140302:0100,15.6,10,,,,
36645,20140302:0200,15.4,10,,,,
36645,20140302:0300,15.2,10,,,,
36645,20140302:0400,15,10,,,,
36645,20140302:0500,14.8,10,,,,
36645,20140302:0600,14.7,10,,,,
36645,20140302:0700,14.5,10,,,,
36645,20140302:0800,14.3,10,,,,
36645,20140302:0900,14.2,10,,,,
36645,20140302:1000,14.3,10,,,,
36645,20140302:1100,14.4,10,,,,
36645,20140302:1200,14.8,10,,,,
36645,20140302:1300,15.4,10,,,,
36645,20140302:1400,16,10,,,,
36645,20140302:1500,16.5,10,,,,
36645,20140302:1600,16.9,10,,,,
36645,20140302:1700,17,10,,,,
36645,20140302:1800,17.1,10,,,,
36645,20140302:1900,17.1,10,,,,
36645,20140302:2000,17,10,,,,
36645,20140302:2100,16.8,10,,,,
36645,20140302:2200,16.6,10,,,,
36645,20140302:2300,16.3,10,,,,
36645,20140303:0000,16.1,10,,,,
36645,20140303:0100,15.8,10,,,,
36645,20140303:0200,15.6,10,,,,
36645,20140303:0300,15.4,10,,,,
36645,20140303:0400,15.2,10,,,,
36645,20140303:0500,14.9,10,,,,
36645,20140303:0600,14.6,10,,,,
36645,20140303:0700,14.3,10,,,,
36645,20140303:0800,14.1,10,,,,
36645,20140303:0900,13.9,10,,,,
36645,20140303:1000,13.8,10,,,,
36645,20140303:1100,13.9,10,,,,
36645,20140303:1200,14.2,10,,,,
36645,20140303:1300,14.6,10,,,,
36645,20140303:1400,14.8,10,,,,
36645,20140303:1500,15.2,10,,,,
36645,20140303:1600,15.5,10,,,,
36645,20140303:1700,15.8,10,,,,
36645,20140303:1800,15.9,10,,,,
36645,20140303:1900,15.8,10,,,,
36645,20140303:2000,15.7,10,,,,
36645,20140303:2100,15.5,10,,,,
36645,20140303:2200,15.2,10,,,,
36645,20140303:2300,15,10,,,,
36645,20140304:0000,14.7,10,,,,
36645,20140304:0100,14.5,10,,,,
36645,20140304:0200,14.3,10,,,,
36645,20140304:0300,14.1,10,,,,
36645,20140304:0400,13.9,10,,,,
36645,20140304:0500,13.8,10,,,,
36645,20140304:0600,13.6,10,,,,
36645,20140304:0700,13.5,10,,,,
36645,20140304:0800,13.4,10,,,,
36645,20140304:0900,13.3,10,,,,
36645,20140304:1000,13.2,10,,,,
36645,20140304:1100,13.2,10,,,,
36645,20140304:1200,13.2,10,,,,
36645,20140304:1300,13.3,10,,,,
36645,20140304:1400,13.3,10,,,,
36645,20140304:1500,13.3,10,,,,
36645,20140304:1600,13.3,10,,,,
36645,20140304:1700,13.4,10,,,,
36645,20140304:1800,13.4,10,,,,
36645,20140304:1900,13.4,10,,,,
36645,20140304:2000,13.4,10,,,,
36645,20140304:2100,13.3,10,,,,
36645,20140304:2200,13.2,10,,,,
36645,20140304:2300,13,10,,,,
36645,20140305:0000,12.8,10,,,,
36645,20140305:0100,12.6,10,,,,
36645,20140305:0200,12.4,10,,,,
36645,20140305:0300,12.3,10,,,,
36645,20140305:0400,12.1,10,,,,
36645,20140305:0500,12.1,10,,,,
36645,20140305:0600,12,10,,,,
36645,20140305:0700,12,10,,,,
36645,20140305:0800,12,10,,,,
36645,20140305:0900,12,10,,,,
36645,20140305:1000,12.1,10,,,,
36645,20140305:1100,12.1,10,,,,
36645,20140305:1200,12.2,10,,,,
36645,20140305:1300,12.4,10,,,,
36645,20140305:1400,12.5,10,,,,
36645,20140305:1500,12.6,10,,,,
36645,20140305:1600,12.7,10,,,,
36645,20140305:1700,12.8,10,,,,
36645,20140305:1800,12.9,10,,,,
36645,20140305:1900,13,10,,,,
36645,20140305:2000,13,10,,,,
36645,20140305:2100,13,10,,,,
36645,20140305:2200,13,10,,,,
36645,20140305:2300,13,10,,,,
36645,20140306:0000,12.9,10,,,,
36645,20140306:0100,12.9,10,,,,
36645,20140306:0200,12.8,10,,,,
36645,20140306:0300,12.8,10,,,,
36645,20140306:0400,12.8,10,,,,
36645,20140306:0500,12.7,10,,,,
36645,20140306:0600,12.6,10,,,,
36645,20140306:0700,12.5,10,,,,
36645,20140306:0800,12.4,10,,,,
36645,20140306:0900,12.3,10,,,,
36645,20140306:1000,12.2,10,,,,
36645,20140306:1100,12.4,10,,,,
36645,20140306:1200,13,10,,,,
36645,20140306:1300,13.7,10,,,,
36645,20140306:1400,14.6,10,,,,
36645,20140306:1500,15.5,10,,,,
36645,20140306:1600,16.2,10,,,,
36645,20140306:1700,16.7,10,,,,
36645,20140306:1800,17,10,,,,
36645,20140306:1900,17.1,10,,,,
36645,20140306:2000,17,10,,,,
36645,20140306:2100,16.8,10,,,,
36645,20140306:2200,16.5,10,,,,
36645,20140306:2300,16.2,10,,,,
36645,20140307:0000,15.9,10,,,,
36645,20140307:0100,15.7,10,,,,
36645,20140307:0200,15.4,10,,,,
36645,20140307:0300,15.3,10,,,,
36645,20140307:0400,15.1,10,,,,
36645,20140307:0500,15,10,,,,
36645,20140307:0600,14.9,10,,,,
36645,20140307:0700,14.8,10,,,,
36645,20140307:0800,14.8,10,,,,
36645,20140307:0900,14.7,10,,,,
36645,20140307:1000,14.7,10,,,,
36645,20140307:1100,14.8,10,,,,
36645,20140307:1200,15.1,10,,,,
36645,20140307:1300,15.6,10,,,,
36645,20140307:1400,16.3,10,,,,
36645,20140307:1500,17,10,,,,
36645,20140307:1600,17.6,10,,,,
36645,20140307:1700,18.1,10,,,,
36645,20140307:1800,18.3,10,,,,
36645,20140307:1900,18.3,10,,,,
36645,20140307:2000,18.2,10,,,,
36645,20140307:2100,17.9,10,,,,
36645,20140307:2200,17.6,10,,,,
36645,20140307:2300,17.2,10,,,,
36645,20140308:0000,16.9,10,,,,
36645,20140308:0100,16.6,10,,,,
36645,20140308:0200,16.4,10,,,,
36645,20140308:0300,16.2,10,,,,
36645,20140308:0400,16.1,10,,,,
36645,20140308:0500,16,10,,,,
36645,20140308:0600,16,10,,,,
36645,20140308:0700,15.8,10,,,,
36645,20140308:0800,15.7,10,,,,
36645,20140308:0900,15.6,10,,,,
36645,20140308:1000,15.6,10,,,,
36645,20140308:1100,15.7,10,,,,
36645,20140308:1200,16.1,10,,,,
36645,20140308:1300,16.6,10,,,,
36645,20140308:1400,17.2,10,,,,
36645,20140308:1500,17.7,10,,,,
36645,20140308:1600,18.2,10,,,,
36645,20140308:1700,18.5,10,,,,
36645,20140308:1800,18.6,10,,,,
36645,20140308:1900,18.6,10,,,,
36645,20140308:2000,18.4,10,,,,
36645,20140308:2100,18.2,10,,,,
36645,20140308:2200,17.9,10,,,,
36645,20140308:2300,17.7,10,,,,
36645,20140309:0000,17.5,10,,,,
36645,20140309:0100,17.3,10,,,,
36645,20140309:0200,17.1,10,,,,
36645,20140309:0300,17,10,,,,
36645,20140309:0400,16.8,10,,,,
36645,20140309:0500,16.7,10,,,,
36645,20140309:0600,16.6,10,,,,
36645,20140309:0700,16.4,10,,,,
36645,20140309:0800,16.3,10,,,,
36645,20140309:0900,16.3,10,,,,
36645,20140309:1000,16.2,10,,,,
36645,20140309:1100,16.2,10,,,,
36645,20140309:1200,16.2,10,,,,
36645,20140309:1300,16.2,10,,,,
36645,20140309:1400,16.2,10,,,,
36645,20140309:1500,16.3,10,,,,
36645,20140309:1600,16.4,10,,,,
36645,20140309:1700,16.4,10,,,,
36645,20140309:1800,16.4,10,,,,
36645,20140309:1900,16.4,10,,,,
36645,20140309:2000,16.3,10,,,,
36645,20140309:2100,16.2,10,,,,
36645,20140309:2200,16.1,10,,,,
36645,20140309:2300,16,10,,,,
36645,20140310:0000,15.9,10,,,,
36645,20140310:0100,15.7,10,,,,
36645,20140310:0200,15.6,10,,,,
36645,20140310:0300,15.5,10,,,,
36645,20140310:0400,15.4,10,,,,
36645,20140310:0500,15.2,10,,,,
36645,20140310:0600,15,10,,,,
36645,20140310:0700,14.8,10,,,,
36645,20140310:0800,14.6,10,,,,
36645,20140310:0900,14.5,10,,,,
36645,20140310:1000,14.5,10,,,,
36645,20140310:1100,14.7,10,,,,
36645,20140310:1200,15,10,,,,
36645,20140310:1300,15.2,10,,,,
36645,20140310:1400,15.6,10,,,,
36645,20140310:1500,15.8,10,,,,
36645,20140310:1600,16.1,10,,,,
36645,20140310:1700,16.3,10,,,,
36645,20140310:1800,16.3,10,,,,
36645,20140310:1900,16.3,10,,,,
36645,20140310:2000,16.2,10,,,,
36645,20140310:2100,16.2,10,,,,
36645,20140310:2200,16,10,,,,
36645,20140310:2300,16,10,,,,
36645,20140311:0000,15.8,10,,,,
36645,20140311:0100,15.8,10,,,,
36645,20140311:0200,15.7,10,,,,
36645,20140311:0300,15.6,10,,,,
36645,20140311:0400,15.5,10,,,,
36645,20140311:0500,15.5,10,,,,
36645,20140311:0600,15.4,10,,,,
36645,20140311:0700,15.4,10,,,,
36645,20140311:0800,15.3,10,,,,
36645,20140311:0900,15.3,10,,,,
36645,20140311:1000,15.3,10,,,,
36645,20140311:1100,15.5,10,,,,
36645,20140311:1200,15.7,10,,,,
36645,20140311:1300,15.9,10,,,,
36645,20140311:1400,16.2,10,,,,
36645,20140311:1500,16.3,10,,,,
36645,20140311:1600,16.5,10,,,,
36645,20140311:1700,16.6,10,,,,
36645,20140311:1800,16.7,10,,,,
36645,20140311:1900,16.7,10,,,,
36645,20140311:2000,16.6,10,,,,
36645,20140311:2100,16.6,10,,,,
36645,20140311:2200,16.4,10,,,,
36645,20140311:2300,16.3,10,,,,
36645,20140312:0000,16,10,,,,
36645,20140312:0100,15.8,10,,,,
36645,20140312:0200,15.6,10,,,,
36645,20140312:0300,15.4,10,,,,
36645,20140312:0400,15.2,10,,,,
36645,20140312:0500,15.1,10,,,,
36645,20140312:0600,15,10,,,,
36645,20140312:0700,14.9,10,,,,
36645,20140312:0800,14.7,10,,,,
36645,20140312:0900,14.5,10,,,,
36645,20140312:1000,14.5,10,,,,
36645,20140312:1100,14.6,10,,,,
36645,20140312:1200,15,10,,,,
36645,20140312:1300,15.6,10,,,,
36645,20140312:1400,16.2,10,,,,
36645,20140312:1500,16.8,10,,,,
36645,20140312:1600,17.2,10,,,,
36645,20140312:1700,17.6,10,,,,
36645,20140312:1800,17.7,10,,,,
36645,20140312:1900,17.7,10,,,,
36645,20140312:2000,17.6,10,,,,
36645,20140312:2100,17.3,10,,,,
36645,20140312:2200,17,10,,,,
36645,20140312:2300,16.8,10,,,,
36645,20140313:0000,16.4,10,,,,
36645,20140313:0100,16.2,10,,,,
36645,20140313:0200,16,10,,,,
36645,20140313:0300,15.7,10,,,,
36645,20140313:0400,15.6,10,,,,
36645,20140313:0500,15.4,10,,,,
36645,20140313:0600,15.2,10,,,,
36645,20140313:0700,15,10,,,,
36645,20140313:0800,14.8,10,,,,
36645,20140313:0900,14.6,10,,,,
36645,20140313:1000,14.6,10,,,,
36645,20140313:1100,14.7,10,,,,
36645,20140313:1200,15.1,10,,,,
36645,20140313:1300,15.5,10,,,,
36645,20140313:1400,16,10,,,,
36645,20140313:1500,16.6,10,,,,
36645,20140313:1600,16.8,10,,,,
36645,20140313:1700,17,10,,,,
36645,20140313:1800,17.2,10,,,,
36645,20140313:1900,17.2,10,,,,
36645,20140313:2000,17,10,,,,
36645,20140313:2100,16.8,10,,,,
36645,20140313:2200,16.6,10,,,,
36645,20140313:2300,16.4,10,,,,
36645,20140314:0000,16.2,10,,,,
36645,20140314:0100,15.9,10,,,,
36645,20140314:0200,15.8,10,,,,
36645,20140314:0300,15.7,10,,,,
36645,20140314:0400,15.6,10,,,,
36645,20140314:0500,15.6,10,,,,
36645,20140314:0600,15.5,10,,,,
36645,20140314:0700,15.4,10,,,,
36645,20140314:0800,15.2,10,,,,
36645,20140314:0900,15,10,,,,
36645,20140314:1000,15,10,,,,
36645,20140314:1100,15.1,10,,,,
36645,20140314:1200,15.4,10,,,,
36645,20140314:1300,15.8,10,,,,
36645,20140314:1400,16.2,10,,,,
36645,20140314:1500,16.4,10,,,,
36645,20140314:1600,16.6,10,,,,
36645,20140314:1700,16.8,10,,,,
36645,20140314:1800,16.9,10,,,,
36645,20140314:1900,16.9,10,,,,
36645,20140314:2000,16.8,10,,,,
36645,20140314:2100,16.7,10,,,,
36645,20140314:2200,16.5,10,,,,
36645,20140314:2300,16.3,10,,,,
36645,20140315:0000,16.1,10,,,,
36645,20140315:0100,15.8,10,,,,
36645,20140315:0200,15.6,10,,,,
36645,20140315:0300,15.5,10,,,,
36645,20140315:0400,15.4,10,,,,
36645,20140315:0500,15.3,10,,,,
36645,20140315:0600,15.2,10,,,,
36645,20140315:0700,15.2,10,,,,
36645,20140315:0800,15.1,10,,,,
36645,20140315:0900,15.1,10,,,,
36645,20140315:1000,15.1,10,,,,
36645,20140315:1100,15.3,10,,,,
36645,20140315:1200,15.6,10,,,,
36645,20140315:1300,16,10,,,,
36645,20140315:1400,16.4,10,,,,
36645,20140315:1500,16.7,10,,,,
36645,20140315:1600,16.9,10,,,,
36645,20140315:1700,17,10,,,,
36645,20140315:1800,17,10,,,,
36645,20140315:1900,16.9,10,,,,
36645,20140315:2000,16.8,10,,,,
36645,20140315:2100,16.6,10,,,,
36645,20140315:2200,16.5,10,,,,
36645,20140315:2300,16.4,10,,,,
36645,20140316:0000,16.3,10,,,,
36645,20140316:0100,16.2,10,,,,
36645,20140316:0200,16.1,10,,,,
36645,20140316:0300,16,10,,,,
36645,20140316:0400,15.9,10,,,,
36645,20140316:0500,15.8,10,,,,
36645,20140316:0600,15.7,10,,,,
36645,20140316:0700,15.7,10,,,,
36645,20140316:0800,15.6,10,,,,
36645,20140316:0900,15.5,10,,,,
36645,20140316:1000,15.5,10,,,,
36645,20140316:1100,15.5,10,,,,
36645,20140316:1200,15.6,10,,,,
36645,20140316:1300,15.9,10,,,,
36645,20140316:1400,16.1,10,,,,
36645,20140316:1500,16.4,10,,,,
36645,20140316:1600,16.6,10,,,,
36645,20140316:1700,16.7,10,,,,
36645,20140316:1800,16.8,10,,,,
36645,20140316:1900,16.8,10,,,,
36645,20140316:2000,16.7,10,,,,
36645,20140316:2100,16.7,10,,,,
36645,20140316:2200,16.6,10,,,,
36645,20140316:2300,16.5,10,,,,
36645,20140317:0000,16.4,10,,,,
36645,20140317:0100,16.3,10,,,,
36645,20140317:0200,16.2,10,,,,
36645,20140317:0300,16,10,,,,
36645,20140317:0400,15.9,10,,,,
36645,20140317:0500,15.8,10,,,,
36645,20140317:0600,15.7,10,,,,
36645,20140317:0700,15.7,10,,,,
36645,20140317:0800,15.6,10,,,,
36645,20140317:0900,15.5,10,,,,
36645,20140317:1000,15.5,10,,,,
36645,20140317:1100,15.6,10,,,,
36645,20140317:1200,15.9,10,,,,
36645,20140317:1300,16.2,10,,,,
36645,20140317:1400,16.6,10,,,,
36645,20140317:1500,17,10,,,,
36645,20140317:1600,17.4,10,,,,
36645,20140317:1700,17.7,10,,,,
36645,20140317:1800,17.8,10,,,,
36645,20140317:1900,17.8,10,,,,
36645,20140317:2000,17.8,10,,,,
36645,20140317:2100,17.6,10,,,,
36645,20140317:2200,17.5,10,,,,
36645,20140317:2300,17.4,10,,,,
36645,20140318:0000,17.3,10,,,,
36645,20140318:0100,17.2,10,,,,
36645,20140318:0200,17.1,10,,,,
36645,20140318:0300,17,10,,,,
36645,20140318:0400,16.8,10,,,,
36645,20140318:0500,16.7,10,,,,
36645,20140318:0600,16.6,10,,,,
36645,20140318:0700,16.5,10,,,,
36645,20140318:0800,16.4,10,,,,
36645,20140318:0900,16.3,10,,,,
36645,20140318:1000,16.3,10,,,,
36645,20140318:1100,16.3,10,,,,
36645,20140318:1200,16.5,10,,,,
36645,20140318:1300,16.7,10,,,,
36645,20140318:1400,17,10,,,,
36645,20140318:1500,17.2,10,,,,
36645,20140318:1600,17.4,10,,,,
36645,20140318:1700,17.4,10,,,,
36645,20140318:1800,17.5,10,,,,
36645,20140318:1900,17.4,10,,,,
36645,20140318:2000,17.4,10,,,,
36645,20140318:2100,17.2,10,,,,
36645,20140318:2200,17.1,10,,,,
36645,20140318:2300,17,10,,,,
36645,20140319:0000,16.9,10,,,,
36645,20140319:0100,16.8,10,,,,
36645,20140319:0200,16.8,10,,,,
36645,20140319:0300,16.7,10,,,,
36645,20140319:0400,16.6,10,,,,
36645,20140319:0500,16.5,10,,,,
36645,20140319:0600,16.4,10,,,,
36645,20140319:0700,16.2,10,,,,
36645,20140319:0800,16.2,10,,,,
36645,20140319:0900,16.1,10,,,,
36645,20140319:1000,16,10,,,,
36645,20140319:1100,16.2,10,,,,
36645,20140319:1200,16.5,10,,,,
36645,20140319:1300,17,10,,,,
36645,20140319:1400,17.6,10,,,,
36645,20140319:1500,18.2,10,,,,
36645,20140319:1600,18.6,10,,,,
36645,20140319:1700,18.9,10,,,,
36645,20140319:1800,19.1,10,,,,
36645,20140319:1900,19,10,,,,
36645,20140319:2000,18.9,10,,,,
36645,20140319:2100,18.7,10,,,,
36645,20140319:2200,18.4,10,,,,
36645,20140319:2300,18.1,10,,,,
36645,20140320:0000,17.8,10,,,,
36645,20140320:0100,17.6,10,,,,
36645,20140320:0200,17.4,10,,,,
36645,20140320:0300,17.2,10,,,,
36645,20140320:0400,17,10,,,,
36645,20140320:0500,16.9,10,,,,
36645,20140320:0600,16.7,10,,,,
36645,20140320:0700,16.6,10,,,,
36645,20140320:0800,16.5,10,,,,
36645,20140320:0900,16.3,10,,,,
36645,20140320:1000,16.2,10,,,,
36645,20140320:1100,16.3,10,,,,
36645,20140320:1200,16.3,10,,,,
36645,20140320:1300,16.3,10,,,,
36645,20140320:1400,16.3,10,,,,
36645,20140320:1500,16.3,10,,,,
36645,20140320:1600,16.4,10,,,,
36645,20140320:1700,16.4,10,,,,
36645,20140320:1800,16.4,10,,,,
36645,20140320:1900,16.3,10,,,,
36645,20140320:2000,16.2,10,,,,
36645,20140320:2100,16.1,10,,,,
36645,20140320:2200,16,10,,,,
36645,20140320:2300,15.9,10,,,,
36645,20140321:0000,15.8,10,,,,
36645,20140321:0100,15.8,10,,,,
36645,20140321:0200,15.7,10,,,,
36645,20140321:0300,15.6,10,,,,
36645,20140321:0400,15.4,10,,,,
36645,20140321:0500,15.2,10,,,,
36645,20140321:0600,15,10,,,,
36645,20140321:0700,14.8,10,,,,
36645,20140321:0800,14.5,10,,,,
36645,20140321:0900,14.3,10,,,,
36645,20140321:1000,14.2,10,,,,
36645,20140321:1100,14.3,10,,,,
36645,20140321:1200,14.6,10,,,,
36645,20140321:1300,15,10,,,,
36645,20140321:1400,15.7,10,,,,
36645,20140321:1500,16.3,10,,,,
36645,20140321:1600,16.8,10,,,,
36645,20140321:1700,17,10,,,,
36645,20140321:1800,17.1,10,,,,
36645,20140321:1900,17,10,,,,
36645,20140321:2000,16.9,10,,,,
36645,20140321:2100,16.7,10,,,,
36645,20140321:2200,16.5,10,,,,
36645,20140321:2300,16.3,10,,,,
36645,20140322:0000,16,10,,,,
36645,20140322:0100,15.8,10,,,,
36645,20140322:0200,15.6,10,,,,
36645,20140322:0300,15.3,10,,,,
36645,20140322:0400,15.1,10,,,,
36645,20140322:0500,14.9,10,,,,
36645,20140322:0600,14.7,10,,,,
36645,20140322:0700,14.5,10,,,,
36645,20140322:0800,14.3,10,,,,
36645,20140322:0900,14.1,10,,,,
36645,20140322:1000,14.1,10,,,,
36645,20140322:1100,14.2,10,,,,
36645,20140322:1200,14.5,10,,,,
36645,20140322:1300,14.9,10,,,,
36645,20140322:1400,15.4,10,,,,
36645,20140322:1500,16,10,,,,
36645,20140322:1600,16.4,10,,,,
36645,20140322:1700,16.7,10,,,,
36645,20140322:1800,16.9,10,,,,
36645,20140322:1900,16.9,10,,,,
36645,20140322:2000,16.7,10,,,,
36645,20140322:2100,16.5,10,,,,
36645,20140322:2200,16.2,10,,,,
36645,20140322:2300,16,10,,,,
36645,20140323:0000,15.7,10,,,,
36645,20140323:0100,15.4,10,,,,
36645,20140323:0200,15.2,10,,,,
36645,20140323:0300,15,10,,,,
36645,20140323:0400,14.7,10,,,,
36645,20140323:0500,14.5,10,,,,
36645,20140323:0600,14.3,10,,,,
36645,20140323:0700,14.1,10,,,,
36645,20140323:0800,13.8,10,,,,
36645,20140323:0900,13.6,10,,,,
36645,20140323:1000,13.5,10,,,,
36645,20140323:1100,13.6,10,,,,
36645,20140323:1200,13.9,10,,,,
36645,20140323:1300,14.3,10,,,,
36645,20140323:1400,14.8,10,,,,
36645,20140323:1500,15.4,10,,,,
36645,20140323:1600,15.9,10,,,,
36645,20140323:1700,16.2,10,,,,
36645,20140323:1800,16.4,10,,,,
36645,20140323:1900,16.5,10,,,,
36645,20140323:2000,16.4,10,,,,
36645,20140323:2100,16.2,10,,,,
36645,20140323:2200,16,10,,,,
36645,20140323:2300,15.8,10,,,,
36645,20140324:0000,15.6,10,,,,
36645,20140324:0100,15.5,10,,,,
36645,20140324:0200,15.4,10,,,,
36645,20140324:0300,15.3,10,,,,
36645,20140324:0400,15.1,10,,,,
36645,20140324:0500,14.9,10,,,,
36645,20140324:0600,14.7,10,,,,
36645,20140324:0700,14.5,10,,,,
36645,20140324:0800,14.3,10,,,,
36645,20140324:0900,14.2,10,,,,
36645,20140324:1000,14.2,10,,,,
36645,20140324:1100,14.2,10,,,,
36645,20140324:1200,14.5,10,,,,
36645,20140324:1300,14.9,10,,,,
36645,20140324:1400,15.4,10,,,,
36645,20140324:1500,16,10,,,,
36645,20140324:1600,16.6,10,,,,
36645,20140324:1700,16.9,10,,,,
36645,20140324:1800,17,10,,,,
36645,20140324:1900,17,10,,,,
36645,20140324:2000,16.9,10,,,,
36645,20140324:2100,16.7,10,,,,
36645,20140324:2200,16.5,10,,,,
36645,20140324:2300,16.3,10,,,,
36645,20140325:0000,16.1,10,,,,
36645,20140325:0100,15.9,10,,,,
36645,20140325:0200,15.8,10,,,,
36645,20140325:0300,15.6,10,,,,
36645,20140325:0400,15.5,10,,,,
36645,20140325:0500,15.4,10,,,,
36645,20140325:0600,15.3,10,,,,
36645,20140325:0700,15.2,10,,,,
36645,20140325:0800,15.2,10,,,,
36645,20140325:0900,15.2,10,,,,
36645,20140325:1000,15.2,10,,,,
36645,20140325:1100,15.2,10,,,,
36645,20140325:1200,15.2,10,,,,
36645,20140325:1300,15.3,10,,,,
36645,20140325:1400,15.2,10,,,,
36645,20140325:1500,15,10,,,,
36645,20140325:1600,14.8,10,,,,
36645,20140325:1700,14.7,10,,,,
36645,20140325:1800,14.7,10,,,,
36645,20140325:1900,14.7,10,,,,
36645,20140325:2000,14.6,10,,,,
36645,20140325:2100,14.6,10,,,,
36645,20140325:2200,14.4,10,,,,
36645,20140325:2300,14.3,10,,,,
36645,20140326:0000,14.2,10,,,,
36645,20140326:0100,14,10,,,,
36645,20140326:0200,13.9,10,,,,
36645,20140326:0300,13.7,10,,,,
36645,20140326:0400,13.6,10,,,,
36645,20140326:0500,13.4,10,,,,
36645,20140326:0600,13.2,10,,,,
36645,20140326:0700,13,10,,,,
36645,20140326:0800,12.8,10,,,,
