Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Methven Cws,36645,H31665,-43.63978,171.65205,313,H,Niwa
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,
,,,,,,,
Earth Temp: 10cm,,,,,,,
Station,Date(NZST),Tearth(C),Depth(cm),,,,
36645,20190630:2200,5.2,10,,,,
36645,20190630:2300,5.1,10,,,,
36645,20190701:0000,5,10,,,,
36645,20190701:0100,5,10,,,,
36645,20190701:0200,5,10,,,,
36645,20190701:0300,5,10,,,,
36645,20190701:0400,5,10,,,,
36645,20190701:0500,5,10,,,,
36645,20190701:0600,5,10,,,,
36645,20190701:0700,5.1,10,,,,
36645,20190701:0800,5.1,10,,,,
36645,20190701:0900,5.1,10,,,,
36645,20190701:1000,5.1,10,,,,
36645,20190701:1100,5.2,10,,,,
36645,20190701:1200,5.3,10,,,,
36645,20190701:1300,5.4,10,,,,
36645,20190701:1400,5.5,10,,,,
36645,20190701:1500,5.7,10,,,,
36645,20190701:1600,5.8,10,,,,
36645,20190701:1700,6,10,,,,
36645,20190701:1800,6.2,10,,,,
36645,20190701:1900,6.2,10,,,,
36645,20190701:2000,6.2,10,,,,
36645,20190701:2100,6.2,10,,,,
36645,20190701:2200,6.2,10,,,,
36645,20190701:2300,6.3,10,,,,
36645,20190702:0000,6.2,10,,,,
36645,20190702:0100,6.2,10,,,,
36645,20190702:0200,6.2,10,,,,
36645,20190702:0300,6.2,10,,,,
36645,20190702:0400,6.3,10,,,,
36645,20190702:0500,6.3,10,,,,
36645,20190702:0600,6.2,10,,,,
36645,20190702:0700,6.1,10,,,,
36645,20190702:0800,6,10,,,,
36645,20190702:0900,6,10,,,,
36645,20190702:1000,6,10,,,,
36645,20190702:1100,6,10,,,,
36645,20190702:1200,6.1,10,,,,
36645,20190702:1300,6.2,10,,,,
36645,20190702:1400,6.4,10,,,,
36645,20190702:1500,6.6,10,,,,
36645,20190702:1600,6.7,10,,,,
36645,20190702:1700,6.8,10,,,,
36645,20190702:1800,6.9,10,,,,
36645,20190702:1900,6.9,10,,,,
36645,20190702:2000,6.9,10,,,,
36645,20190702:2100,7,10,,,,
36645,20190702:2200,7,10,,,,
36645,20190702:2300,7,10,,,,
36645,20190703:0000,7.1,10,,,,
36645,20190703:0100,7.1,10,,,,
36645,20190703:0200,7.1,10,,,,
36645,20190703:0300,7.1,10,,,,
36645,20190703:0400,7.2,10,,,,
36645,20190703:0500,7.3,10,,,,
36645,20190703:0600,7.4,10,,,,
36645,20190703:0700,7.4,10,,,,
36645,20190703:0800,7.5,10,,,,
36645,20190703:0900,7.6,10,,,,
36645,20190703:1000,7.6,10,,,,
36645,20190703:1100,7.7,10,,,,
36645,20190703:1200,7.7,10,,,,
36645,20190703:1300,7.8,10,,,,
36645,20190703:1400,7.9,10,,,,
36645,20190703:1500,8.1,10,,,,
36645,20190703:1600,8.2,10,,,,
36645,20190703:1700,8.2,10,,,,
36645,20190703:1800,8.2,10,,,,
36645,20190703:1900,8.2,10,,,,
36645,20190703:2000,8.1,10,,,,
36645,20190703:2100,8,10,,,,
36645,20190703:2200,8,10,,,,
36645,20190703:2300,7.9,10,,,,
36645,20190704:0000,7.8,10,,,,
36645,20190704:0100,7.7,10,,,,
36645,20190704:0200,7.6,10,,,,
36645,20190704:0300,7.5,10,,,,
36645,20190704:0400,7.4,10,,,,
36645,20190704:0500,7.2,10,,,,
36645,20190704:0600,7,10,,,,
36645,20190704:0700,6.8,10,,,,
36645,20190704:0800,6.6,10,,,,
36645,20190704:0900,6.5,10,,,,
36645,20190704:1000,6.4,10,,,,
36645,20190704:1100,6.3,10,,,,
36645,20190704:1200,6.3,10,,,,
36645,20190704:1300,6.4,10,,,,
36645,20190704:1400,6.5,10,,,,
36645,20190704:1500,6.6,10,,,,
36645,20190704:1600,6.8,10,,,,
36645,20190704:1700,7,10,,,,
36645,20190704:1800,7,10,,,,
36645,20190704:1900,7,10,,,,
36645,20190704:2000,7,10,,,,
36645,20190704:2100,7,10,,,,
36645,20190704:2200,7,10,,,,
36645,20190704:2300,7,10,,,,
36645,20190705:0000,6.9,10,,,,
36645,20190705:0100,6.8,10,,,,
36645,20190705:0200,6.8,10,,,,
36645,20190705:0300,6.7,10,,,,
36645,20190705:0400,6.7,10,,,,
36645,20190705:0500,6.7,10,,,,
36645,20190705:0600,6.6,10,,,,
36645,20190705:0700,6.6,10,,,,
36645,20190705:0800,6.5,10,,,,
36645,20190705:0900,6.4,10,,,,
36645,20190705:1000,6.4,10,,,,
36645,20190705:1100,6.3,10,,,,
36645,20190705:1200,6.3,10,,,,
36645,20190705:1300,6.3,10,,,,
36645,20190705:1400,6.4,10,,,,
36645,20190705:1500,6.5,10,,,,
36645,20190705:1600,6.6,10,,,,
36645,20190705:1700,6.6,10,,,,
36645,20190705:1800,6.7,10,,,,
36645,20190705:1900,6.6,10,,,,
36645,20190705:2000,6.5,10,,,,
36645,20190705:2100,6.4,10,,,,
36645,20190705:2200,6.2,10,,,,
36645,20190705:2300,6.1,10,,,,
36645,20190706:0000,6,10,,,,
36645,20190706:0100,5.8,10,,,,
36645,20190706:0200,5.7,10,,,,
36645,20190706:0300,5.6,10,,,,
36645,20190706:0400,5.5,10,,,,
36645,20190706:0500,5.5,10,,,,
36645,20190706:0600,5.5,10,,,,
36645,20190706:0700,5.5,10,,,,
36645,20190706:0800,5.5,10,,,,
36645,20190706:0900,5.6,10,,,,
36645,20190706:1000,5.6,10,,,,
36645,20190706:1100,5.7,10,,,,
36645,20190706:1200,5.8,10,,,,
36645,20190706:1300,5.9,10,,,,
36645,20190706:1400,6.1,10,,,,
36645,20190706:1500,6.2,10,,,,
36645,20190706:1600,6.4,10,,,,
36645,20190706:1700,6.5,10,,,,
36645,20190706:1800,6.6,10,,,,
36645,20190706:1900,6.6,10,,,,
36645,20190706:2000,6.5,10,,,,
36645,20190706:2100,6.4,10,,,,
36645,20190706:2200,6.2,10,,,,
36645,20190706:2300,6.1,10,,,,
36645,20190707:0000,6,10,,,,
36645,20190707:0100,5.9,10,,,,
36645,20190707:0200,5.8,10,,,,
36645,20190707:0300,5.7,10,,,,
36645,20190707:0400,5.6,10,,,,
36645,20190707:0500,5.6,10,,,,
36645,20190707:0600,5.5,10,,,,
36645,20190707:0700,5.5,10,,,,
36645,20190707:0800,5.4,10,,,,
36645,20190707:0900,5.4,10,,,,
36645,20190707:1000,5.4,10,,,,
36645,20190707:1100,5.4,10,,,,
36645,20190707:1200,5.4,10,,,,
36645,20190707:1300,5.5,10,,,,
36645,20190707:1400,5.7,10,,,,
36645,20190707:1500,5.9,10,,,,
36645,20190707:1600,6.1,10,,,,
36645,20190707:1700,6.2,10,,,,
36645,20190707:1800,6.3,10,,,,
36645,20190707:1900,6.3,10,,,,
36645,20190707:2000,6.3,10,,,,
36645,20190707:2100,6.2,10,,,,
36645,20190707:2200,6.2,10,,,,
36645,20190707:2300,6.1,10,,,,
36645,20190708:0000,6.1,10,,,,
36645,20190708:0100,6.1,10,,,,
36645,20190708:0200,6.1,10,,,,
36645,20190708:0300,6,10,,,,
36645,20190708:0400,6,10,,,,
36645,20190708:0500,6,10,,,,
36645,20190708:0600,6,10,,,,
36645,20190708:0700,5.9,10,,,,
36645,20190708:0800,5.8,10,,,,
36645,20190708:0900,5.6,10,,,,
36645,20190708:1000,5.5,10,,,,
36645,20190708:1100,5.4,10,,,,
36645,20190708:1200,5.4,10,,,,
36645,20190708:1300,5.4,10,,,,
36645,20190708:1400,5.5,10,,,,
36645,20190708:1500,5.6,10,,,,
36645,20190708:1600,5.8,10,,,,
36645,20190708:1700,6,10,,,,
36645,20190708:1800,6.1,10,,,,
36645,20190708:1900,6.1,10,,,,
36645,20190708:2000,6.2,10,,,,
36645,20190708:2100,6.2,10,,,,
36645,20190708:2200,6.1,10,,,,
36645,20190708:2300,6,10,,,,
36645,20190709:0000,5.9,10,,,,
36645,20190709:0100,5.8,10,,,,
36645,20190709:0200,5.6,10,,,,
36645,20190709:0300,5.6,10,,,,
36645,20190709:0400,5.5,10,,,,
36645,20190709:0500,5.5,10,,,,
36645,20190709:0600,5.4,10,,,,
36645,20190709:0700,5.4,10,,,,
36645,20190709:0800,5.4,10,,,,
36645,20190709:0900,5.3,10,,,,
36645,20190709:1000,5.3,10,,,,
36645,20190709:1100,5.4,10,,,,
36645,20190709:1200,5.4,10,,,,
36645,20190709:1300,5.6,10,,,,
36645,20190709:1400,5.8,10,,,,
36645,20190709:1500,6,10,,,,
36645,20190709:1600,6.2,10,,,,
36645,20190709:1700,6.4,10,,,,
36645,20190709:1800,6.4,10,,,,
36645,20190709:1900,6.5,10,,,,
36645,20190709:2000,6.4,10,,,,
36645,20190709:2100,6.4,10,,,,
36645,20190709:2200,6.4,10,,,,
36645,20190709:2300,6.3,10,,,,
36645,20190710:0000,6.3,10,,,,
36645,20190710:0100,6.2,10,,,,
36645,20190710:0200,6.2,10,,,,
36645,20190710:0300,6.2,10,,,,
36645,20190710:0400,6.1,10,,,,
36645,20190710:0500,6,10,,,,
36645,20190710:0600,6,10,,,,
36645,20190710:0700,5.8,10,,,,
36645,20190710:0800,5.8,10,,,,
36645,20190710:0900,5.7,10,,,,
36645,20190710:1000,5.7,10,,,,
36645,20190710:1100,5.8,10,,,,
36645,20190710:1200,5.8,10,,,,
36645,20190710:1300,6,10,,,,
36645,20190710:1400,6.1,10,,,,
36645,20190710:1500,6.3,10,,,,
36645,20190710:1600,6.5,10,,,,
36645,20190710:1700,6.7,10,,,,
36645,20190710:1800,6.7,10,,,,
36645,20190710:1900,6.7,10,,,,
36645,20190710:2000,6.7,10,,,,
36645,20190710:2100,6.6,10,,,,
36645,20190710:2200,6.6,10,,,,
36645,20190710:2300,6.5,10,,,,
36645,20190711:0000,6.5,10,,,,
36645,20190711:0100,6.4,10,,,,
36645,20190711:0200,6.4,10,,,,
36645,20190711:0300,6.4,10,,,,
36645,20190711:0400,6.4,10,,,,
36645,20190711:0500,6.5,10,,,,
36645,20190711:0600,6.5,10,,,,
36645,20190711:0700,6.5,10,,,,
36645,20190711:0800,6.5,10,,,,
36645,20190711:0900,6.5,10,,,,
36645,20190711:1000,6.6,10,,,,
36645,20190711:1100,6.6,10,,,,
36645,20190711:1200,6.7,10,,,,
36645,20190711:1300,6.8,10,,,,
36645,20190711:1400,6.9,10,,,,
36645,20190711:1500,7,10,,,,
36645,20190711:1600,7.2,10,,,,
36645,20190711:1700,7.3,10,,,,
36645,20190711:1800,7.3,10,,,,
36645,20190711:1900,7.3,10,,,,
36645,20190711:2000,7.2,10,,,,
36645,20190711:2100,7,10,,,,
36645,20190711:2200,6.8,10,,,,
36645,20190711:2300,6.7,10,,,,
36645,20190712:0000,6.5,10,,,,
36645,20190712:0100,6.4,10,,,,
36645,20190712:0200,6.2,10,,,,
36645,20190712:0300,6.1,10,,,,
36645,20190712:0400,6,10,,,,
36645,20190712:0500,5.8,10,,,,
36645,20190712:0600,5.8,10,,,,
36645,20190712:0700,5.7,10,,,,
36645,20190712:0800,5.6,10,,,,
36645,20190712:0900,5.6,10,,,,
36645,20190712:1000,5.6,10,,,,
36645,20190712:1100,5.7,10,,,,
36645,20190712:1200,5.8,10,,,,
36645,20190712:1300,6,10,,,,
36645,20190712:1400,6.1,10,,,,
36645,20190712:1500,6.4,10,,,,
36645,20190712:1600,6.7,10,,,,
36645,20190712:1700,6.9,10,,,,
36645,20190712:1800,7,10,,,,
36645,20190712:1900,7,10,,,,
36645,20190712:2000,7,10,,,,
36645,20190712:2100,7,10,,,,
36645,20190712:2200,7,10,,,,
36645,20190712:2300,6.9,10,,,,
36645,20190713:0000,6.9,10,,,,
36645,20190713:0100,6.9,10,,,,
36645,20190713:0200,6.8,10,,,,
36645,20190713:0300,6.8,10,,,,
36645,20190713:0400,6.8,10,,,,
36645,20190713:0500,6.8,10,,,,
36645,20190713:0600,6.7,10,,,,
36645,20190713:0700,6.7,10,,,,
36645,20190713:0800,6.6,10,,,,
36645,20190713:0900,6.5,10,,,,
36645,20190713:1000,6.5,10,,,,
36645,20190713:1100,6.6,10,,,,
36645,20190713:1200,6.6,10,,,,
36645,20190713:1300,6.7,10,,,,
36645,20190713:1400,6.8,10,,,,
36645,20190713:1500,7,10,,,,
36645,20190713:1600,7.1,10,,,,
36645,20190713:1700,7.2,10,,,,
36645,20190713:1800,7.3,10,,,,
36645,20190713:1900,7.3,10,,,,
36645,20190713:2000,7.3,10,,,,
36645,20190713:2100,7.3,10,,,,
36645,20190713:2200,7.3,10,,,,
36645,20190713:2300,7.3,10,,,,
36645,20190714:0000,7.4,10,,,,
36645,20190714:0100,7.4,10,,,,
36645,20190714:0200,7.4,10,,,,
36645,20190714:0300,7.5,10,,,,
36645,20190714:0400,7.6,10,,,,
36645,20190714:0500,7.6,10,,,,
36645,20190714:0600,7.7,10,,,,
36645,20190714:0700,7.7,10,,,,
36645,20190714:0800,7.7,10,,,,
36645,20190714:0900,7.6,10,,,,
36645,20190714:1000,7.6,10,,,,
36645,20190714:1100,7.6,10,,,,
36645,20190714:1200,7.6,10,,,,
36645,20190714:1300,7.6,10,,,,
36645,20190714:1400,7.7,10,,,,
36645,20190714:1500,7.8,10,,,,
36645,20190714:1600,8,10,,,,
36645,20190714:1700,8.2,10,,,,
36645,20190714:1800,8.2,10,,,,
36645,20190714:1900,8.2,10,,,,
36645,20190714:2000,8,10,,,,
36645,20190714:2100,8,10,,,,
36645,20190714:2200,7.9,10,,,,
36645,20190714:2300,7.8,10,,,,
36645,20190715:0000,7.7,10,,,,
36645,20190715:0100,7.5,10,,,,
36645,20190715:0200,7.4,10,,,,
36645,20190715:0300,7.3,10,,,,
36645,20190715:0400,7.2,10,,,,
36645,20190715:0500,7.1,10,,,,
36645,20190715:0600,7,10,,,,
36645,20190715:0700,6.9,10,,,,
36645,20190715:0800,6.8,10,,,,
36645,20190715:0900,6.6,10,,,,
36645,20190715:1000,6.5,10,,,,
36645,20190715:1100,6.4,10,,,,
36645,20190715:1200,6.3,10,,,,
36645,20190715:1300,6.3,10,,,,
36645,20190715:1400,6.4,10,,,,
36645,20190715:1500,6.4,10,,,,
36645,20190715:1600,6.6,10,,,,
36645,20190715:1700,6.7,10,,,,
36645,20190715:1800,6.7,10,,,,
36645,20190715:1900,6.7,10,,,,
36645,20190715:2000,6.7,10,,,,
36645,20190715:2100,6.7,10,,,,
36645,20190715:2200,6.6,10,,,,
36645,20190715:2300,6.6,10,,,,
36645,20190716:0000,6.6,10,,,,
36645,20190716:0100,6.5,10,,,,
36645,20190716:0200,6.5,10,,,,
36645,20190716:0300,6.5,10,,,,
36645,20190716:0400,6.5,10,,,,
36645,20190716:0500,6.4,10,,,,
36645,20190716:0600,6.4,10,,,,
36645,20190716:0700,6.3,10,,,,
36645,20190716:0800,6.3,10,,,,
36645,20190716:0900,6.2,10,,,,
36645,20190716:1000,6.2,10,,,,
36645,20190716:1100,6.2,10,,,,
36645,20190716:1200,6.2,10,,,,
36645,20190716:1300,6.2,10,,,,
36645,20190716:1400,6.4,10,,,,
36645,20190716:1500,6.5,10,,,,
36645,20190716:1600,6.7,10,,,,
36645,20190716:1700,6.8,10,,,,
36645,20190716:1800,6.9,10,,,,
36645,20190716:1900,7,10,,,,
36645,20190716:2000,7,10,,,,
36645,20190716:2100,6.9,10,,,,
36645,20190716:2200,6.8,10,,,,
36645,20190716:2300,6.7,10,,,,
36645,20190717:0000,6.6,10,,,,
36645,20190717:0100,6.6,10,,,,
36645,20190717:0200,6.5,10,,,,
36645,20190717:0300,6.5,10,,,,
36645,20190717:0400,6.5,10,,,,
36645,20190717:0500,6.5,10,,,,
36645,20190717:0600,6.5,10,,,,
36645,20190717:0700,6.5,10,,,,
36645,20190717:0800,6.5,10,,,,
36645,20190717:0900,6.4,10,,,,
36645,20190717:1000,6.4,10,,,,
36645,20190717:1100,6.4,10,,,,
36645,20190717:1200,6.4,10,,,,
36645,20190717:1300,6.5,10,,,,
36645,20190717:1400,6.5,10,,,,
36645,20190717:1500,6.6,10,,,,
36645,20190717:1600,6.6,10,,,,
36645,20190717:1700,6.7,10,,,,
36645,20190717:1800,6.7,10,,,,
36645,20190717:1900,6.7,10,,,,
36645,20190717:2000,6.7,10,,,,
36645,20190717:2100,6.6,10,,,,
36645,20190717:2200,6.4,10,,,,
36645,20190717:2300,6.4,10,,,,
36645,20190718:0000,6.2,10,,,,
36645,20190718:0100,6.1,10,,,,
36645,20190718:0200,6,10,,,,
36645,20190718:0300,5.9,10,,,,
36645,20190718:0400,5.8,10,,,,
36645,20190718:0500,5.7,10,,,,
36645,20190718:0600,5.6,10,,,,
36645,20190718:0700,5.6,10,,,,
36645,20190718:0800,5.5,10,,,,
36645,20190718:0900,5.5,10,,,,
36645,20190718:1000,5.4,10,,,,
36645,20190718:1100,5.4,10,,,,
36645,20190718:1200,5.4,10,,,,
36645,20190718:1300,5.6,10,,,,
36645,20190718:1400,5.7,10,,,,
36645,20190718:1500,5.9,10,,,,
36645,20190718:1600,6,10,,,,
36645,20190718:1700,6.2,10,,,,
36645,20190718:1800,6.3,10,,,,
36645,20190718:1900,6.4,10,,,,
36645,20190718:2000,6.4,10,,,,
36645,20190718:2100,6.4,10,,,,
36645,20190718:2200,6.4,10,,,,
36645,20190718:2300,6.4,10,,,,
36645,20190719:0000,6.4,10,,,,
36645,20190719:0100,6.4,10,,,,
36645,20190719:0200,6.4,10,,,,
36645,20190719:0300,6.4,10,,,,
36645,20190719:0400,6.4,10,,,,
36645,20190719:0500,6.5,10,,,,
36645,20190719:0600,6.5,10,,,,
36645,20190719:0700,6.5,10,,,,
36645,20190719:0800,6.5,10,,,,
36645,20190719:0900,6.5,10,,,,
36645,20190719:1000,6.5,10,,,,
36645,20190719:1100,6.5,10,,,,
36645,20190719:1200,6.5,10,,,,
36645,20190719:1300,6.6,10,,,,
36645,20190719:1400,6.7,10,,,,
36645,20190719:1500,6.7,10,,,,
36645,20190719:1600,6.8,10,,,,
36645,20190719:1700,6.8,10,,,,
36645,20190719:1800,6.9,10,,,,
36645,20190719:1900,6.9,10,,,,
36645,20190719:2000,6.9,10,,,,
36645,20190719:2100,6.9,10,,,,
36645,20190719:2200,6.9,10,,,,
36645,20190719:2300,6.9,10,,,,
36645,20190720:0000,6.9,10,,,,
36645,20190720:0100,6.9,10,,,,
36645,20190720:0200,6.8,10,,,,
36645,20190720:0300,6.8,10,,,,
36645,20190720:0400,6.8,10,,,,
36645,20190720:0500,6.8,10,,,,
36645,20190720:0600,6.8,10,,,,
36645,20190720:0700,6.7,10,,,,
36645,20190720:0800,6.7,10,,,,
36645,20190720:0900,6.7,10,,,,
36645,20190720:1000,6.7,10,,,,
36645,20190720:1100,6.7,10,,,,
36645,20190720:1200,6.7,10,,,,
36645,20190720:1300,6.8,10,,,,
36645,20190720:1400,6.9,10,,,,
36645,20190720:1500,7,10,,,,
36645,20190720:1600,7,10,,,,
36645,20190720:1700,7.2,10,,,,
36645,20190720:1800,7.2,10,,,,
36645,20190720:1900,7.3,10,,,,
36645,20190720:2000,7.3,10,,,,
36645,20190720:2100,7.3,10,,,,
36645,20190720:2200,7.3,10,,,,
36645,20190720:2300,7.3,10,,,,
36645,20190721:0000,7.3,10,,,,
36645,20190721:0100,7.2,10,,,,
36645,20190721:0200,7.2,10,,,,
36645,20190721:0300,7.2,10,,,,
36645,20190721:0400,7.3,10,,,,
36645,20190721:0500,7.3,10,,,,
36645,20190721:0600,7.4,10,,,,
36645,20190721:0700,7.4,10,,,,
36645,20190721:0800,7.4,10,,,,
36645,20190721:0900,7.5,10,,,,
36645,20190721:1000,7.5,10,,,,
36645,20190721:1100,7.5,10,,,,
36645,20190721:1200,7.6,10,,,,
36645,20190721:1300,7.6,10,,,,
36645,20190721:1400,7.7,10,,,,
36645,20190721:1500,7.8,10,,,,
36645,20190721:1600,7.8,10,,,,
36645,20190721:1700,7.9,10,,,,
36645,20190721:1800,8,10,,,,
36645,20190721:1900,8,10,,,,
36645,20190721:2000,8,10,,,,
36645,20190721:2100,8,10,,,,
36645,20190721:2200,8,10,,,,
36645,20190721:2300,8,10,,,,
36645,20190722:0000,8,10,,,,
36645,20190722:0100,7.9,10,,,,
36645,20190722:0200,7.8,10,,,,
36645,20190722:0300,7.6,10,,,,
36645,20190722:0400,7.5,10,,,,
36645,20190722:0500,7.4,10,,,,
36645,20190722:0600,7.3,10,,,,
36645,20190722:0700,7.2,10,,,,
36645,20190722:0800,7.1,10,,,,
36645,20190722:0900,7,10,,,,
36645,20190722:1000,6.9,10,,,,
36645,20190722:1100,6.8,10,,,,
36645,20190722:1200,6.7,10,,,,
36645,20190722:1300,6.8,10,,,,
36645,20190722:1400,6.9,10,,,,
36645,20190722:1500,7,10,,,,
36645,20190722:1600,7.2,10,,,,
36645,20190722:1700,7.4,10,,,,
36645,20190722:1800,7.6,10,,,,
36645,20190722:1900,7.6,10,,,,
36645,20190722:2000,7.6,10,,,,
36645,20190722:2100,7.5,10,,,,
36645,20190722:2200,7.5,10,,,,
36645,20190722:2300,7.5,10,,,,
36645,20190723:0000,7.5,10,,,,
36645,20190723:0100,7.5,10,,,,
36645,20190723:0200,7.5,10,,,,
36645,20190723:0300,7.5,10,,,,
36645,20190723:0400,7.5,10,,,,
36645,20190723:0500,7.5,10,,,,
36645,20190723:0600,7.5,10,,,,
36645,20190723:0700,7.5,10,,,,
36645,20190723:0800,7.5,10,,,,
36645,20190723:0900,7.5,10,,,,
36645,20190723:1000,7.5,10,,,,
36645,20190723:1100,7.5,10,,,,
36645,20190723:1200,7.5,10,,,,
36645,20190723:1300,7.6,10,,,,
36645,20190723:1400,7.7,10,,,,
36645,20190723:1500,7.8,10,,,,
36645,20190723:1600,7.9,10,,,,
36645,20190723:1700,8,10,,,,
36645,20190723:1800,8,10,,,,
36645,20190723:1900,8,10,,,,
36645,20190723:2000,8.1,10,,,,
36645,20190723:2100,8,10,,,,
36645,20190723:2200,8,10,,,,
36645,20190723:2300,8,10,,,,
36645,20190724:0000,8,10,,,,
36645,20190724:0100,8,10,,,,
36645,20190724:0200,7.9,10,,,,
36645,20190724:0300,7.8,10,,,,
36645,20190724:0400,7.8,10,,,,
36645,20190724:0500,7.7,10,,,,
36645,20190724:0600,7.6,10,,,,
36645,20190724:0700,7.6,10,,,,
36645,20190724:0800,7.5,10,,,,
36645,20190724:0900,7.5,10,,,,
36645,20190724:1000,7.4,10,,,,
36645,20190724:1100,7.4,10,,,,
36645,20190724:1200,7.4,10,,,,
36645,20190724:1300,7.5,10,,,,
36645,20190724:1400,7.6,10,,,,
36645,20190724:1500,7.7,10,,,,
36645,20190724:1600,7.9,10,,,,
36645,20190724:1700,8,10,,,,
36645,20190724:1800,8.2,10,,,,
36645,20190724:1900,8.2,10,,,,
36645,20190724:2000,8.2,10,,,,
36645,20190724:2100,8.2,10,,,,
36645,20190724:2200,8.2,10,,,,
36645,20190724:2300,8.1,10,,,,
36645,20190725:0000,8.1,10,,,,
36645,20190725:0100,8.1,10,,,,
36645,20190725:0200,8.1,10,,,,
36645,20190725:0300,8,10,,,,
36645,20190725:0400,7.9,10,,,,
36645,20190725:0500,7.8,10,,,,
36645,20190725:0600,7.7,10,,,,
36645,20190725:0700,7.6,10,,,,
36645,20190725:0800,7.4,10,,,,
36645,20190725:0900,7.3,10,,,,
36645,20190725:1000,7.2,10,,,,
36645,20190725:1100,7,10,,,,
36645,20190725:1200,6.9,10,,,,
36645,20190725:1300,6.9,10,,,,
36645,20190725:1400,7,10,,,,
36645,20190725:1500,7.1,10,,,,
36645,20190725:1600,7.2,10,,,,
36645,20190725:1700,7.4,10,,,,
36645,20190725:1800,7.5,10,,,,
36645,20190725:1900,7.6,10,,,,
36645,20190725:2000,7.5,10,,,,
36645,20190725:2100,7.4,10,,,,
36645,20190725:2200,7.3,10,,,,
36645,20190725:2300,7.2,10,,,,
36645,20190726:0000,7,10,,,,
36645,20190726:0100,6.9,10,,,,
36645,20190726:0200,6.8,10,,,,
36645,20190726:0300,6.7,10,,,,
36645,20190726:0400,6.6,10,,,,
36645,20190726:0500,6.5,10,,,,
36645,20190726:0600,6.4,10,,,,
36645,20190726:0700,6.3,10,,,,
36645,20190726:0800,6.2,10,,,,
36645,20190726:0900,6.2,10,,,,
36645,20190726:1000,6.1,10,,,,
36645,20190726:1100,6,10,,,,
36645,20190726:1200,6,10,,,,
36645,20190726:1300,6,10,,,,
36645,20190726:1400,6.2,10,,,,
36645,20190726:1500,6.5,10,,,,
36645,20190726:1600,6.7,10,,,,
36645,20190726:1700,6.9,10,,,,
36645,20190726:1800,7.1,10,,,,
36645,20190726:1900,7.1,10,,,,
36645,20190726:2000,7.1,10,,,,
36645,20190726:2100,7,10,,,,
36645,20190726:2200,6.9,10,,,,
36645,20190726:2300,6.8,10,,,,
36645,20190727:0000,6.7,10,,,,
36645,20190727:0100,6.6,10,,,,
36645,20190727:0200,6.5,10,,,,
36645,20190727:0300,6.4,10,,,,
36645,20190727:0400,6.3,10,,,,
36645,20190727:0500,6.3,10,,,,
36645,20190727:0600,6.3,10,,,,
36645,20190727:0700,6.3,10,,,,
36645,20190727:0800,6.3,10,,,,
36645,20190727:0900,6.2,10,,,,
36645,20190727:1000,6.2,10,,,,
36645,20190727:1100,6.2,10,,,,
36645,20190727:1200,6.3,10,,,,
36645,20190727:1300,6.4,10,,,,
36645,20190727:1400,6.6,10,,,,
36645,20190727:1500,6.8,10,,,,
36645,20190727:1600,7,10,,,,
36645,20190727:1700,7.2,10,,,,
36645,20190727:1800,7.4,10,,,,
36645,20190727:1900,7.5,10,,,,
36645,20190727:2000,7.5,10,,,,
36645,20190727:2100,7.4,10,,,,
36645,20190727:2200,7.4,10,,,,
36645,20190727:2300,7.3,10,,,,
36645,20190728:0000,7.2,10,,,,
36645,20190728:0100,7.2,10,,,,
36645,20190728:0200,7.1,10,,,,
36645,20190728:0300,7,10,,,,
36645,20190728:0400,7,10,,,,
36645,20190728:0500,6.9,10,,,,
36645,20190728:0600,6.9,10,,,,
36645,20190728:0700,6.9,10,,,,
36645,20190728:0800,6.8,10,,,,
36645,20190728:0900,6.8,10,,,,
36645,20190728:1000,6.8,10,,,,
36645,20190728:1100,6.8,10,,,,
36645,20190728:1200,6.9,10,,,,
36645,20190728:1300,7,10,,,,
36645,20190728:1400,7.2,10,,,,
36645,20190728:1500,7.3,10,,,,
36645,20190728:1600,7.5,10,,,,
36645,20190728:1700,7.6,10,,,,
36645,20190728:1800,7.7,10,,,,
36645,20190728:1900,7.8,10,,,,
36645,20190728:2000,7.8,10,,,,
36645,20190728:2100,7.8,10,,,,
36645,20190728:2200,7.7,10,,,,
36645,20190728:2300,7.7,10,,,,
36645,20190729:0000,7.7,10,,,,
36645,20190729:0100,7.7,10,,,,
36645,20190729:0200,7.7,10,,,,
36645,20190729:0300,7.7,10,,,,
36645,20190729:0400,7.6,10,,,,
36645,20190729:0500,7.6,10,,,,
36645,20190729:0600,7.6,10,,,,
36645,20190729:0700,7.5,10,,,,
36645,20190729:0800,7.4,10,,,,
36645,20190729:0900,7.4,10,,,,
36645,20190729:1000,7.3,10,,,,
36645,20190729:1100,7.2,10,,,,
36645,20190729:1200,7.3,10,,,,
36645,20190729:1300,7.4,10,,,,
36645,20190729:1400,7.5,10,,,,
36645,20190729:1500,7.6,10,,,,
36645,20190729:1600,7.8,10,,,,
36645,20190729:1700,7.9,10,,,,
36645,20190729:1800,8,10,,,,
36645,20190729:1900,8,10,,,,
